EmployeeID,Age,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition
267,47,Research & Development,Sales Executive,Marketing,15646,4,3,2,4,3,No,Rarely,4,6,1,No
268,46,Sales,Human Resources,Medical,2645,18,3,2,1,3,Yes,Rarely,18,4,6,No
269,56,Finance,Human Resources,Marketing,5679,1,0,3,1,1,Yes,Frequently,22,4,6,No
270,56,Finance,Manager,Human Resources,3487,6,2,2,1,2,No,Travel_Rarely,13,8,5,Yes
271,46,Human Resources,Sales Executive,Human Resources,3269,2,2,1,2,3,No,Rarely,10,5,4,No
272,60,Human Resources,Laboratory Technician,Life Sciences,14700,16,10,3,4,4,Yes,Frequently,14,2,3,No
273,47,Research & Development,Laboratory Technician,Finance,3625,9,6,1,2,4,No,Travel_Rarely,8,4,0,No
274,57,Research & Development,Human Resources,Human Resources,16710,8,7,1,3,2,Yes,Frequently,9,6,3,Yes
275,34,Human Resources,Accountant,Finance,9204,11,1,4,1,4,Yes,Travel_Rarely,27,4,5,No
276,29,IT,Sales Executive,Marketing,12277,2,1,4,1,2,No,Travel_Rarely,3,5,5,Yes
277,23,Human Resources,Research Scientist,Technical Degree,13466,1,1,2,1,3,Yes,Frequently,2,6,5,Yes
278,29,Research & Development,Research Scientist,Life Sciences,3161,3,1,4,1,1,Yes,Frequently,29,8,6,Yes
279,37,IT,Accountant,Marketing,5165,13,13,1,3,4,Yes,Travel_Rarely,12,0,3,No
280,29,IT,Research Scientist,Medical,9623,2,1,1,3,4,No,Rarely,19,7,5,Yes
281,26,IT,Accountant,Technical Degree,8599,3,0,1,2,1,Yes,Travel_Rarely,20,5,5,Yes
282,39,Human Resources,Software Engineer,Human Resources,15243,6,0,1,4,4,Yes,Frequently,6,3,1,Yes
283,35,Finance,Research Scientist,Technical Degree,7076,6,1,1,2,1,Yes,Frequently,21,1,2,No
284,30,Research & Development,Laboratory Technician,Marketing,4996,2,1,3,2,4,No,Frequently,18,6,5,No
285,56,IT,Human Resources,Medical,11097,10,5,4,1,4,No,Rarely,10,0,1,No
286,59,Research & Development,Accountant,Finance,11285,12,2,2,4,2,No,Rarely,30,5,2,No
287,37,Human Resources,Human Resources,Human Resources,17866,3,1,1,3,1,Yes,Travel_Rarely,3,1,2,No
288,23,Human Resources,Sales Executive,Technical Degree,5478,1,1,4,2,4,Yes,Frequently,10,8,1,No
289,46,Research & Development,Accountant,Medical,17088,21,0,4,3,2,No,Rarely,1,5,5,No
290,24,Human Resources,Sales Executive,Technical Degree,5030,0,0,2,1,1,No,Rarely,21,1,4,Yes
291,55,Research & Development,Manager,Medical,3463,24,14,4,1,4,Yes,Frequently,12,3,1,Yes
292,50,Sales,Accountant,Medical,8447,5,4,3,2,2,No,Rarely,28,6,2,Yes
293,52,Finance,Software Engineer,Technical Degree,9654,4,2,2,2,1,Yes,Travel_Rarely,2,1,4,Yes
294,52,Sales,Sales Executive,Medical,7675,14,8,3,3,1,Yes,Frequently,3,4,0,No
295,49,IT,Software Engineer,Marketing,14977,13,2,3,4,4,No,Rarely,28,0,3,No
296,25,Sales,Sales Executive,Finance,4138,3,0,1,3,4,Yes,Frequently,20,3,3,No
297,59,Finance,Sales Executive,Human Resources,5802,17,14,1,4,3,Yes,Frequently,30,2,6,No
298,48,IT,Human Resources,Medical,12831,21,13,3,1,1,Yes,Travel_Rarely,22,4,5,Yes
299,23,Sales,Human Resources,Human Resources,16385,0,0,1,2,2,No,Rarely,15,4,1,Yes
300,44,Sales,Human Resources,Human Resources,10493,6,4,1,1,1,No,Rarely,26,1,4,No
301,42,IT,Human Resources,Technical Degree,4885,4,4,4,4,1,Yes,Frequently,3,0,3,Yes
302,32,Finance,Laboratory Technician,Life Sciences,7298,4,3,4,3,1,No,Travel_Rarely,26,3,1,No
303,39,Sales,Laboratory Technician,Finance,7339,2,0,1,4,1,Yes,Travel_Rarely,6,9,4,Yes
304,34,IT,Software Engineer,Life Sciences,5172,8,0,4,1,1,No,Rarely,1,1,3,No
305,50,Human Resources,Accountant,Technical Degree,11812,9,1,2,4,4,Yes,Travel_Rarely,8,4,3,No
306,32,Finance,Software Engineer,Life Sciences,15546,1,1,3,2,4,Yes,Rarely,17,0,3,No
307,44,Finance,Sales Executive,Life Sciences,11547,12,2,1,4,4,No,Rarely,1,6,4,No
308,29,Sales,Laboratory Technician,Technical Degree,7440,7,0,3,3,1,No,Travel_Rarely,13,2,2,No
309,45,IT,Manager,Finance,13780,4,3,1,4,2,No,Rarely,14,3,2,Yes
310,36,Human Resources,Accountant,Marketing,7830,6,2,4,3,3,Yes,Travel_Rarely,26,4,4,Yes
311,51,Human Resources,Manager,Technical Degree,12729,7,7,2,2,3,No,Travel_Rarely,16,0,6,No
312,29,Finance,Laboratory Technician,Finance,6339,7,0,1,2,3,Yes,Frequently,18,2,0,Yes
313,57,IT,Laboratory Technician,Technical Degree,9479,13,8,1,1,2,Yes,Travel_Rarely,23,1,1,Yes
314,42,IT,Accountant,Marketing,6247,11,10,4,2,2,Yes,Travel_Rarely,13,4,6,Yes
315,37,Sales,Laboratory Technician,Technical Degree,12003,15,11,2,3,2,No,Frequently,15,0,1,No
316,30,Finance,Research Scientist,Technical Degree,8284,7,2,2,4,2,No,Frequently,25,1,5,Yes
317,51,Human Resources,Human Resources,Finance,16791,20,11,4,3,2,No,Frequently,17,7,4,No
318,56,Sales,Sales Executive,Human Resources,16957,29,6,3,1,4,No,Frequently,9,1,4,No
319,34,Research & Development,Sales Executive,Finance,9665,4,3,4,3,4,Yes,Travel_Rarely,22,5,2,No
320,46,Sales,Research Scientist,Finance,13273,12,1,2,1,1,Yes,Rarely,15,3,2,Yes
321,52,Finance,Human Resources,Medical,12178,18,6,4,4,1,Yes,Travel_Rarely,22,4,4,No
322,54,Human Resources,Laboratory Technician,Human Resources,13435,2,2,2,3,3,No,Rarely,29,6,3,Yes
323,46,Human Resources,Manager,Marketing,9795,4,1,2,4,4,No,Travel_Rarely,1,4,2,Yes
324,22,Sales,Sales Executive,Human Resources,8519,0,0,4,3,4,Yes,Frequently,10,1,2,Yes
325,46,IT,Sales Executive,Finance,5581,20,15,2,3,3,No,Frequently,27,1,0,No
326,34,IT,Laboratory Technician,Life Sciences,16204,3,3,2,2,2,No,Rarely,26,5,3,Yes
327,38,Sales,Manager,Technical Degree,16785,13,8,2,1,1,Yes,Travel_Rarely,20,2,6,No
328,27,Human Resources,Software Engineer,Life Sciences,14587,2,0,2,4,3,No,Travel_Rarely,29,3,3,Yes
329,31,Human Resources,Laboratory Technician,Finance,17371,5,2,2,1,2,Yes,Travel_Rarely,21,5,6,No
330,42,Research & Development,Accountant,Medical,17037,5,5,4,4,1,No,Travel_Rarely,13,3,0,Yes
331,28,Research & Development,Accountant,Technical Degree,5063,4,2,4,1,4,Yes,Rarely,26,6,3,Yes
332,25,IT,Human Resources,Human Resources,6459,1,1,2,2,2,No,Frequently,19,2,0,Yes
333,40,Sales,Sales Executive,Finance,15193,12,11,2,2,2,No,Frequently,21,3,2,No
334,57,IT,Manager,Life Sciences,7969,22,0,3,1,2,No,Travel_Rarely,20,0,2,Yes
335,49,Human Resources,Software Engineer,Technical Degree,13502,14,10,1,4,2,Yes,Frequently,13,0,0,No
336,27,Human Resources,Research Scientist,Technical Degree,3783,3,3,3,3,3,Yes,Rarely,6,6,0,No
337,47,Sales,Accountant,Medical,5971,4,0,4,1,2,Yes,Travel_Rarely,18,2,4,Yes
338,51,Research & Development,Laboratory Technician,Human Resources,8897,21,12,2,1,3,Yes,Frequently,13,2,4,No
339,40,Sales,Laboratory Technician,Human Resources,3949,2,1,2,3,1,Yes,Travel_Rarely,29,4,3,Yes
340,42,Human Resources,Human Resources,Finance,17933,4,3,2,2,4,Yes,Travel_Rarely,30,6,6,Yes
341,56,IT,Research Scientist,Human Resources,15428,23,8,4,2,1,Yes,Travel_Rarely,22,8,6,No
342,41,IT,Laboratory Technician,Life Sciences,16475,3,0,2,4,4,Yes,Rarely,10,5,3,Yes
343,28,IT,Laboratory Technician,Technical Degree,2662,6,3,2,4,2,Yes,Travel_Rarely,16,5,6,Yes
344,46,Sales,Manager,Marketing,2704,5,3,1,1,4,No,Travel_Rarely,24,3,1,Yes
345,42,Finance,Laboratory Technician,Finance,17031,17,0,3,3,2,No,Rarely,15,1,2,Yes
346,41,Finance,Manager,Medical,8091,14,6,1,2,2,No,Frequently,12,7,5,Yes
347,58,Research & Development,Laboratory Technician,Marketing,4861,20,1,1,3,3,No,Travel_Rarely,26,4,0,No
348,40,Research & Development,Accountant,Human Resources,11062,11,8,1,1,1,No,Travel_Rarely,18,4,3,Yes
349,28,Research & Development,Manager,Technical Degree,3097,6,0,1,4,1,Yes,Frequently,29,1,3,Yes
350,60,Sales,Sales Executive,Human Resources,14361,16,0,2,2,2,No,Frequently,6,1,0,Yes
351,31,Research & Development,Accountant,Finance,15640,4,1,2,4,1,No,Travel_Rarely,2,9,1,Yes
352,37,Research & Development,Manager,Marketing,16691,2,0,3,2,4,No,Frequently,24,7,5,No
353,31,Sales,Manager,Medical,3110,2,2,1,4,4,No,Rarely,7,4,3,No
354,47,Sales,Sales Executive,Human Resources,17218,3,1,4,2,3,No,Frequently,24,7,4,No
355,36,Finance,Laboratory Technician,Technical Degree,4249,3,3,2,3,1,Yes,Rarely,9,7,1,Yes
356,49,Human Resources,Software Engineer,Marketing,9693,16,14,2,1,4,No,Frequently,30,2,3,Yes
357,54,Sales,Human Resources,Human Resources,4077,19,2,2,3,4,Yes,Frequently,23,8,2,Yes
358,40,Finance,Human Resources,Marketing,9352,18,10,4,4,2,No,Travel_Rarely,8,7,3,No
359,49,IT,Software Engineer,Life Sciences,7916,3,0,1,4,3,Yes,Rarely,9,7,1,Yes
360,41,Human Resources,Human Resources,Medical,6025,11,1,3,4,3,No,Rarely,13,2,2,No
361,59,Finance,Human Resources,Life Sciences,13668,27,0,3,4,4,Yes,Rarely,5,4,3,Yes
362,51,Human Resources,Accountant,Technical Degree,13705,13,5,3,4,1,No,Travel_Rarely,12,6,0,Yes
363,42,IT,Research Scientist,Marketing,3169,12,1,4,4,2,No,Travel_Rarely,26,6,2,Yes
364,26,IT,Software Engineer,Marketing,12252,2,0,4,1,4,No,Travel_Rarely,2,9,5,No
365,26,IT,Human Resources,Human Resources,2726,4,3,1,1,4,No,Travel_Rarely,6,1,5,Yes
366,40,Sales,Laboratory Technician,Life Sciences,10044,10,1,3,4,4,No,Travel_Rarely,9,4,1,No
367,43,IT,Laboratory Technician,Technical Degree,11846,11,11,2,2,4,Yes,Travel_Rarely,21,7,1,Yes
368,54,IT,Human Resources,Life Sciences,11672,2,1,1,3,3,Yes,Travel_Rarely,18,9,2,Yes
369,44,Research & Development,Human Resources,Finance,13939,21,0,1,4,3,No,Rarely,30,2,0,Yes
370,41,IT,Software Engineer,Life Sciences,13632,15,1,2,3,4,Yes,Rarely,24,6,5,Yes
371,30,Finance,Research Scientist,Medical,8279,0,0,4,3,3,No,Travel_Rarely,3,3,1,No
372,46,IT,Manager,Medical,16626,5,4,3,1,1,Yes,Travel_Rarely,21,3,5,Yes
373,57,IT,Laboratory Technician,Technical Degree,2959,16,6,1,3,4,No,Travel_Rarely,13,1,2,Yes
374,54,Research & Development,Manager,Marketing,7241,26,10,3,3,3,No,Travel_Rarely,2,7,5,No
375,59,Human Resources,Human Resources,Medical,2641,3,0,4,2,3,No,Rarely,19,3,0,No
376,46,Human Resources,Research Scientist,Finance,2923,23,13,2,2,3,No,Frequently,22,8,2,Yes
377,24,Finance,Laboratory Technician,Human Resources,12141,2,0,4,4,1,No,Frequently,7,8,2,No
378,40,Human Resources,Laboratory Technician,Finance,5490,13,7,2,1,1,Yes,Travel_Rarely,4,7,0,Yes
379,51,Finance,Accountant,Marketing,2764,0,0,4,4,1,No,Rarely,14,4,2,Yes
380,35,Sales,Laboratory Technician,Marketing,12961,8,3,3,4,4,No,Travel_Rarely,8,1,0,No
381,43,Research & Development,Research Scientist,Finance,14700,15,12,2,1,4,No,Travel_Rarely,30,2,2,Yes
382,42,Sales,Human Resources,Life Sciences,16578,20,4,4,4,1,Yes,Rarely,3,0,4,No
383,30,IT,Research Scientist,Life Sciences,6016,8,3,3,1,2,Yes,Rarely,24,0,4,Yes
384,44,Finance,Sales Executive,Human Resources,3947,11,5,4,2,3,Yes,Rarely,15,8,2,No
385,47,Research & Development,Manager,Finance,15607,21,7,1,3,2,No,Frequently,20,8,4,Yes
386,25,Human Resources,Laboratory Technician,Life Sciences,4346,2,1,4,1,3,No,Travel_Rarely,22,1,1,No
387,48,Sales,Software Engineer,Finance,13690,8,0,4,3,2,Yes,Travel_Rarely,6,5,0,No
388,39,Sales,Research Scientist,Life Sciences,12628,11,5,2,3,4,No,Rarely,19,9,0,No
389,50,Finance,Accountant,Finance,12336,16,2,4,2,3,No,Rarely,16,3,0,No
390,34,Human Resources,Sales Executive,Human Resources,7296,5,0,2,1,2,Yes,Frequently,8,3,3,Yes
391,54,Human Resources,Laboratory Technician,Human Resources,7197,6,4,1,1,4,No,Travel_Rarely,30,9,2,No
392,30,Research & Development,Accountant,Medical,7963,4,0,1,1,4,No,Frequently,21,2,2,No
393,60,Human Resources,Research Scientist,Marketing,2682,8,6,1,4,3,No,Travel_Rarely,14,2,2,No
394,34,Sales,Software Engineer,Human Resources,12866,12,0,4,4,3,No,Frequently,12,7,4,No
395,33,Research & Development,Research Scientist,Human Resources,9088,0,0,1,2,3,No,Frequently,28,9,4,Yes
396,29,Finance,Software Engineer,Medical,15646,5,5,1,3,3,Yes,Rarely,17,3,1,Yes
397,39,Research & Development,Sales Executive,Medical,6533,3,1,1,3,4,No,Frequently,18,4,2,No
398,49,Human Resources,Laboratory Technician,Finance,3435,19,0,1,4,2,No,Travel_Rarely,19,8,6,No
399,23,Human Resources,Software Engineer,Medical,7554,0,0,1,2,2,No,Travel_Rarely,19,9,5,Yes
400,39,Sales,Manager,Technical Degree,7158,8,8,3,4,3,No,Rarely,20,5,2,No
401,23,Human Resources,Software Engineer,Marketing,4128,1,0,4,2,4,Yes,Travel_Rarely,2,0,0,Yes
402,33,Research & Development,Research Scientist,Medical,4966,10,0,3,1,3,Yes,Frequently,26,4,4,No
403,52,IT,Laboratory Technician,Human Resources,9564,22,7,1,2,4,No,Travel_Rarely,21,5,2,No
404,39,IT,Accountant,Finance,9063,2,0,3,1,1,Yes,Rarely,6,9,5,No
405,55,Sales,Human Resources,Finance,4323,2,2,4,4,3,No,Travel_Rarely,9,6,2,No
406,53,IT,Sales Executive,Human Resources,12733,26,8,2,4,4,Yes,Travel_Rarely,1,7,6,Yes
407,55,IT,Research Scientist,Human Resources,9083,27,4,3,4,1,Yes,Frequently,24,0,0,No
408,41,Research & Development,Software Engineer,Human Resources,8406,9,1,4,3,3,No,Rarely,15,0,0,No
409,59,Sales,Manager,Technical Degree,11267,4,1,4,4,4,Yes,Travel_Rarely,12,5,0,No
410,52,Sales,Human Resources,Marketing,8244,12,1,1,2,4,No,Travel_Rarely,24,2,2,No
411,25,Finance,Laboratory Technician,Medical,10333,2,1,2,3,4,Yes,Travel_Rarely,27,9,2,Yes
412,27,Sales,Manager,Life Sciences,16638,4,4,2,2,1,No,Travel_Rarely,26,4,1,Yes
413,58,Sales,Sales Executive,Marketing,17894,22,5,4,2,4,No,Rarely,9,0,4,No
414,34,Research & Development,Accountant,Technical Degree,6654,3,0,1,4,4,No,Frequently,22,3,4,No
415,58,Finance,Manager,Finance,4852,12,1,1,2,1,Yes,Travel_Rarely,27,6,2,No
416,24,Research & Development,Software Engineer,Medical,16365,1,1,1,3,2,No,Rarely,17,4,5,No
417,42,Finance,Human Resources,Medical,10991,10,6,4,3,1,Yes,Travel_Rarely,28,7,4,No
418,56,Sales,Laboratory Technician,Finance,7504,14,1,3,4,3,No,Travel_Rarely,29,0,2,No
419,39,IT,Manager,Technical Degree,4651,4,4,4,4,1,Yes,Rarely,17,4,3,Yes
420,40,Human Resources,Research Scientist,Finance,12738,1,0,2,1,3,Yes,Rarely,12,5,4,Yes
421,32,Sales,Research Scientist,Life Sciences,12202,4,0,4,4,1,Yes,Rarely,14,9,3,No
422,27,Finance,Human Resources,Finance,3382,2,1,4,4,4,Yes,Rarely,20,5,6,Yes
423,57,Finance,Research Scientist,Medical,9769,10,0,2,4,3,Yes,Rarely,15,8,2,No
424,38,Human Resources,Research Scientist,Human Resources,16502,13,10,2,4,3,No,Travel_Rarely,15,3,6,No
425,56,Human Resources,Research Scientist,Finance,5619,30,8,4,4,1,No,Rarely,17,0,0,No
426,54,Finance,Laboratory Technician,Human Resources,6435,7,2,3,2,3,No,Rarely,27,4,4,No
427,52,Research & Development,Software Engineer,Technical Degree,10682,15,1,4,2,1,No,Travel_Rarely,22,2,5,Yes
428,31,Human Resources,Software Engineer,Marketing,8429,4,3,2,1,4,No,Travel_Rarely,3,7,5,No
429,51,Finance,Research Scientist,Medical,9970,2,2,2,4,2,No,Frequently,17,7,6,No
430,51,Finance,Research Scientist,Finance,13386,2,0,4,1,1,Yes,Frequently,1,4,4,Yes
431,29,Finance,Sales Executive,Human Resources,10568,3,3,1,3,1,No,Frequently,4,2,1,No
432,44,Finance,Research Scientist,Marketing,14028,1,1,2,4,4,No,Rarely,30,5,2,No
433,56,Finance,Accountant,Human Resources,6155,2,1,4,1,1,No,Rarely,2,2,2,No
434,59,Research & Development,Sales Executive,Finance,8147,1,1,1,3,2,No,Frequently,10,5,3,No
435,23,Sales,Accountant,Human Resources,15237,1,0,4,3,3,Yes,Rarely,28,1,6,No
436,24,IT,Research Scientist,Marketing,5451,2,1,4,2,3,No,Rarely,27,5,4,Yes
437,60,Sales,Research Scientist,Life Sciences,4088,6,0,1,1,2,Yes,Travel_Rarely,21,4,2,Yes
438,40,Finance,Research Scientist,Medical,9980,16,6,3,4,2,Yes,Frequently,10,9,3,No
439,29,Human Resources,Manager,Finance,4089,3,3,4,2,2,No,Travel_Rarely,18,3,4,Yes
440,45,Human Resources,Laboratory Technician,Life Sciences,17682,21,13,3,4,1,No,Frequently,27,6,1,No
441,33,Finance,Accountant,Marketing,14394,1,1,4,2,3,No,Rarely,11,8,3,Yes
442,36,Sales,Human Resources,Medical,16252,14,0,2,1,2,Yes,Travel_Rarely,18,5,5,Yes
443,38,IT,Human Resources,Medical,14106,7,0,2,1,4,No,Frequently,25,8,0,Yes
444,40,Research & Development,Manager,Human Resources,6732,1,1,4,4,2,Yes,Frequently,15,2,4,No
445,40,Human Resources,Laboratory Technician,Finance,4724,5,3,3,1,1,No,Travel_Rarely,26,6,1,No
446,50,Finance,Research Scientist,Medical,15716,27,10,1,4,3,No,Rarely,10,6,4,No
447,42,Finance,Research Scientist,Life Sciences,2734,12,4,1,4,4,Yes,Travel_Rarely,11,0,3,No
448,46,Sales,Accountant,Technical Degree,12321,8,4,4,3,3,Yes,Rarely,12,4,1,Yes
449,38,Research & Development,Sales Executive,Medical,3624,15,6,4,4,1,Yes,Rarely,3,1,5,No
450,56,Human Resources,Sales Executive,Technical Degree,7855,8,6,1,1,2,No,Travel_Rarely,5,3,6,Yes
451,23,IT,Human Resources,Life Sciences,15436,0,0,2,3,2,No,Rarely,24,5,0,Yes
452,57,Human Resources,Human Resources,Human Resources,13360,22,12,1,2,1,No,Rarely,24,7,6,No
453,57,Finance,Accountant,Life Sciences,17109,2,1,4,4,1,Yes,Rarely,28,7,5,Yes
454,22,Research & Development,Research Scientist,Marketing,11047,0,0,1,4,3,No,Frequently,3,8,0,No
455,31,Sales,Laboratory Technician,Human Resources,9208,4,1,2,1,1,No,Frequently,6,7,1,Yes
456,43,Research & Development,Laboratory Technician,Finance,10516,3,1,2,3,1,Yes,Travel_Rarely,3,5,0,No
457,33,Sales,Manager,Human Resources,5753,3,3,1,3,1,No,Frequently,4,9,3,No
458,47,Sales,Software Engineer,Technical Degree,12969,0,0,4,3,4,Yes,Rarely,16,0,3,No
459,33,Human Resources,Human Resources,Life Sciences,6366,5,4,2,3,3,Yes,Travel_Rarely,30,8,1,Yes
460,58,IT,Manager,Life Sciences,17993,6,4,1,1,3,No,Rarely,26,6,3,No
461,33,Human Resources,Human Resources,Marketing,16339,10,4,4,1,3,Yes,Rarely,4,2,0,Yes
462,53,Research & Development,Human Resources,Technical Degree,6926,7,0,3,1,4,Yes,Travel_Rarely,8,5,2,No
463,25,Human Resources,Research Scientist,Technical Degree,15403,2,0,1,1,2,Yes,Travel_Rarely,2,6,3,Yes
464,47,IT,Laboratory Technician,Medical,11207,25,7,1,3,1,No,Travel_Rarely,24,3,1,No
465,32,Sales,Human Resources,Life Sciences,14563,5,0,1,3,2,No,Rarely,12,6,1,No
466,47,Sales,Laboratory Technician,Life Sciences,17884,9,2,3,1,1,No,Frequently,8,7,3,No
467,52,Finance,Manager,Human Resources,5983,10,10,1,1,3,Yes,Frequently,20,5,5,No
468,52,Finance,Research Scientist,Human Resources,17324,13,1,2,1,2,No,Rarely,5,3,3,Yes
469,32,Research & Development,Software Engineer,Marketing,4795,5,0,2,2,3,Yes,Rarely,2,9,4,Yes
470,26,Research & Development,Software Engineer,Marketing,10057,1,1,2,2,1,No,Frequently,30,2,5,Yes
471,27,Sales,Laboratory Technician,Marketing,3616,3,0,3,4,1,No,Frequently,17,1,2,Yes
472,52,Sales,Research Scientist,Human Resources,16479,11,5,1,4,4,No,Frequently,3,7,2,No
473,47,Finance,Sales Executive,Marketing,13185,24,11,3,1,1,Yes,Rarely,18,2,6,No
474,59,IT,Human Resources,Life Sciences,11577,17,9,2,4,4,No,Frequently,19,1,0,No
475,37,Finance,Accountant,Human Resources,9093,1,0,4,1,2,Yes,Travel_Rarely,8,3,6,No
476,51,Research & Development,Human Resources,Technical Degree,9476,10,6,1,3,4,Yes,Travel_Rarely,24,1,5,Yes
477,50,Human Resources,Laboratory Technician,Medical,10777,11,8,1,2,4,No,Frequently,5,9,6,Yes
478,42,Finance,Laboratory Technician,Technical Degree,16539,9,7,2,3,4,No,Frequently,16,5,4,No
479,48,Human Resources,Laboratory Technician,Finance,13628,2,0,1,2,4,Yes,Travel_Rarely,9,5,6,Yes
480,48,IT,Research Scientist,Medical,9189,18,0,4,1,1,No,Rarely,7,0,2,No
481,41,Finance,Laboratory Technician,Technical Degree,4951,2,2,1,3,3,No,Frequently,26,0,1,Yes
482,50,IT,Research Scientist,Human Resources,12695,20,10,2,4,1,No,Frequently,18,0,1,No
483,47,Research & Development,Manager,Technical Degree,16688,19,3,3,2,3,No,Rarely,11,8,0,No
484,26,Human Resources,Software Engineer,Medical,4413,0,0,1,2,2,No,Travel_Rarely,24,8,4,Yes
485,25,Human Resources,Accountant,Life Sciences,15496,3,2,4,3,1,No,Frequently,3,9,2,No
486,40,Research & Development,Human Resources,Human Resources,3632,6,6,3,3,2,Yes,Travel_Rarely,8,4,4,Yes
487,35,Finance,Software Engineer,Marketing,4679,6,1,4,3,2,Yes,Frequently,20,7,0,No
488,40,Sales,Accountant,Technical Degree,14899,6,5,4,2,1,No,Travel_Rarely,27,3,1,Yes
489,36,Human Resources,Research Scientist,Medical,14758,4,0,3,3,4,No,Travel_Rarely,27,7,6,No
490,57,Finance,Sales Executive,Technical Degree,15781,28,7,4,2,4,No,Travel_Rarely,3,1,0,No
491,44,IT,Human Resources,Life Sciences,5752,19,6,1,1,3,No,Travel_Rarely,30,4,5,No
492,27,Human Resources,Software Engineer,Medical,3880,0,0,2,4,3,Yes,Rarely,7,5,4,Yes
493,41,Human Resources,Research Scientist,Finance,8134,18,5,3,4,4,Yes,Travel_Rarely,12,5,2,No
494,57,Finance,Accountant,Life Sciences,13490,8,4,1,3,2,No,Frequently,18,4,0,Yes
495,48,Human Resources,Research Scientist,Marketing,2705,24,13,4,3,3,Yes,Frequently,22,3,6,Yes
496,37,IT,Software Engineer,Life Sciences,13243,5,4,2,1,4,Yes,Frequently,17,6,6,Yes
497,31,Human Resources,Manager,Finance,16867,1,0,2,1,1,Yes,Rarely,11,9,5,Yes
498,38,Human Resources,Laboratory Technician,Human Resources,14599,15,3,3,1,3,No,Rarely,21,4,5,No
499,22,Finance,Sales Executive,Finance,7810,0,0,1,3,4,No,Travel_Rarely,17,8,6,Yes
500,45,Sales,Laboratory Technician,Life Sciences,9861,7,6,4,3,3,Yes,Travel_Rarely,6,0,6,Yes
501,44,Human Resources,Software Engineer,Medical,16189,6,4,2,1,1,Yes,Travel_Rarely,2,8,4,No
502,30,Research & Development,Human Resources,Medical,7760,5,5,4,4,1,Yes,Travel_Rarely,3,0,6,Yes
503,33,Finance,Manager,Finance,4403,6,0,1,3,2,Yes,Frequently,15,3,3,Yes
504,39,Finance,Manager,Human Resources,11060,10,3,3,4,2,Yes,Travel_Rarely,26,0,5,No
505,55,Finance,Human Resources,Life Sciences,7296,22,3,4,3,1,No,Frequently,19,5,0,No
506,54,Research & Development,Laboratory Technician,Life Sciences,10612,7,2,1,1,1,Yes,Travel_Rarely,27,5,4,No
507,56,IT,Research Scientist,Medical,11350,11,10,3,2,1,No,Frequently,20,3,3,No
508,44,Human Resources,Software Engineer,Finance,12229,21,2,1,1,4,No,Travel_Rarely,7,7,6,Yes
509,24,Finance,Human Resources,Life Sciences,14389,2,2,3,2,4,No,Travel_Rarely,16,7,3,Yes
510,54,Finance,Human Resources,Finance,2612,11,4,3,1,3,Yes,Travel_Rarely,12,0,5,No
511,54,IT,Human Resources,Medical,11208,24,11,2,1,2,Yes,Travel_Rarely,24,0,5,Yes
512,40,Research & Development,Laboratory Technician,Marketing,7321,4,2,2,2,3,Yes,Rarely,7,3,0,No
513,34,IT,Manager,Medical,15895,5,5,3,3,4,No,Travel_Rarely,22,7,3,No
514,50,Finance,Research Scientist,Human Resources,8411,17,14,2,1,1,No,Travel_Rarely,8,9,5,No
515,50,Research & Development,Human Resources,Marketing,2701,16,1,2,2,1,Yes,Frequently,28,8,4,Yes
516,39,Human Resources,Accountant,Life Sciences,14237,8,0,3,1,4,No,Travel_Rarely,7,2,1,No
517,55,Sales,Manager,Technical Degree,16614,15,1,4,4,2,Yes,Rarely,6,5,1,No
518,60,IT,Software Engineer,Finance,15006,28,14,2,4,3,No,Frequently,9,5,3,No
519,40,Finance,Manager,Human Resources,15383,2,2,2,2,1,Yes,Rarely,2,5,2,Yes
520,27,Research & Development,Laboratory Technician,Medical,4242,2,1,1,1,4,Yes,Frequently,16,5,0,Yes
521,57,Research & Development,Accountant,Finance,7678,27,1,1,4,1,No,Travel_Rarely,19,9,0,No
522,31,Finance,Human Resources,Life Sciences,15608,5,2,4,1,3,Yes,Travel_Rarely,24,5,3,Yes
523,55,IT,Accountant,Life Sciences,4961,24,12,4,1,1,No,Travel_Rarely,13,3,6,No
524,30,Finance,Human Resources,Life Sciences,9831,2,0,2,4,1,Yes,Frequently,13,9,5,No
525,59,Research & Development,Laboratory Technician,Marketing,13396,9,1,3,2,2,Yes,Frequently,3,3,2,Yes
526,42,Sales,Manager,Medical,9794,14,14,4,1,3,Yes,Rarely,9,9,2,No
527,49,IT,Software Engineer,Human Resources,14548,10,8,1,2,2,No,Travel_Rarely,20,7,6,No
528,44,Research & Development,Human Resources,Medical,3634,19,14,4,3,1,Yes,Rarely,25,4,2,No
529,55,IT,Laboratory Technician,Human Resources,17131,10,1,3,2,2,No,Travel_Rarely,1,1,5,Yes
530,31,Human Resources,Laboratory Technician,Finance,3861,5,2,4,3,3,No,Travel_Rarely,13,7,5,No
531,24,Research & Development,Accountant,Marketing,4493,1,0,3,4,3,No,Rarely,14,7,2,No
532,38,Research & Development,Software Engineer,Medical,9740,5,2,1,3,1,Yes,Rarely,28,0,5,No
